id,title,alternative_title,year,pages,abstract,file_url,image_url,type,status
D155,Đánh giá ảnh hưởng của sinh khối nấm men Saccharomyces cerevisiae trong dịch thủy phân rong sụn Kappaphycus alvarezii đến giai đoạn nuôi lưu hàu Thái Bình Dương /Nguyễn Thị Hà Trang; Phạm Thị Minh Hải: GVHD,,2025,"61 tr. :biểu đồ, ảnh màu ;27 cm","Nghiên cứu này trình bày các khía cạnh chuyên môn của Đánh giá ảnh hưởng của sinh khối nấm men Saccharomyces cerevisiae trong dịch thủy phân rong sụn Kappaphycus alvarezii đến giai đoạn nuôi lưu hàu Thái Bình Dương , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong trí tuệ nhân tạo. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D155.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D155.jpg,Thesis,active
D156,"Phân lập, tuyển chọn chủng Parvovirus tiềm năng cho sản xuất vắc xin phòng bệnh khô thai trên lợn /Trịnh Thị Thu Hằng; Vũ Khắc Hùng, Nguyễn Văn Duy: GVHD",,2025,114 tr. :minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Phân lập, tuyển chọn chủng Parvovirus tiềm năng cho sản xuất vắc xin phòng bệnh khô thai trên lợn , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực trí tuệ nhân tạo. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D156.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D156.jpg,Thesis,active
D157,Đánh giá thực trạng và xây dựng giải pháp kiểm soát vi sinh vật gây bệnh tại các cơ sở sản xuất nước đá dùng liền tỉnh Khánh Hòa /Nguyễn Thị Lài; Lê Phương Chung: GVHD,,2025,"59 tr. :biểu đồ, ảnh màu ;27 cm","Nội dung tài liệu phân tích các vấn đề liên quan đến Đánh giá thực trạng và xây dựng giải pháp kiểm soát vi sinh vật gây bệnh tại các cơ sở sản xuất nước đá dùng liền tỉnh Khánh Hòa , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D157.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D157.jpg,Thesis,active
D158,"Nghiên cứu ảnh hưởng của phương pháp dẫn truyền vaccine SiV lên khả năng kháng vi khuẩn Streptococcus iniae ở cá chẽm (Lates calcarifer Bloch, 1790) /Nguyễn Đức Toàn; Nguyễn Thị Thanh Thùy, Trần Vĩ Hích: GVHD",,2025,56 tr. :hình ảnh ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Nghiên cứu ảnh hưởng của phương pháp dẫn truyền vaccine SiV lên khả năng kháng vi khuẩn Streptococcus iniae ở cá chẽm (Lates calcarifer Bloch, 1790) , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D158.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D158.jpg,Thesis,active
D159,"Nghiên cứu lựa chọn và ứng dụng một số chủng vi tảo trong sản xuất giống tôm he (Penaeus) tại Việt Nam /Mai Đức Thao; Phạm Quốc Hùng, Kim Jye Lee Chang: GVHD",,2025,153 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu lựa chọn và ứng dụng một số chủng vi tảo trong sản xuất giống tôm he (Penaeus) tại Việt Nam , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D159.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D159.jpg,Thesis,active
D160,"Các nhân tố ảnh hưởng đến thu nhập của nông hộ trồng cà phê tại huyện M'Drắk, tỉnh Đắk Lắk /Vũ Tấn Kiệt; Trương Ngọc Phong: GVHD",,2025,63 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Các nhân tố ảnh hưởng đến thu nhập của nông hộ trồng cà phê tại huyện M'Drắk, tỉnh Đắk Lắk , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D160.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D160.jpg,Thesis,active
D161,"Hoàn thiện công tác quản lý thuế thu nhập doanh nghiệp tại Chi cục thuế thành phố Nha Trang, tỉnh Khánh Hòa /Lê Thị Thúy Lan; Lê Kim Long: GVHD",,2025,108 tr. ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Hoàn thiện công tác quản lý thuế thu nhập doanh nghiệp tại Chi cục thuế thành phố Nha Trang, tỉnh Khánh Hòa , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D161.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D161.jpg,Thesis,active
D162,Các nhân tố ảnh hưởng đến sự tuân thủ thuế của các doanh nghiệp có vốn đầu tư nước ngoài tại địa bàn tỉnh Khánh Hòa /Bùi Đình Khánh; Hồ Huy Tựu: GVHD,,2025,108 tr. ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Các nhân tố ảnh hưởng đến sự tuân thủ thuế của các doanh nghiệp có vốn đầu tư nước ngoài tại địa bàn tỉnh Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D162.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D162.jpg,Thesis,active
D163,Hoàn thiện công tác quản lý thuế đối với hộ kinh doanh tại Chi cục Thuế khu vực nam Khánh Hòa /Trần Thị Mai; Phạm Thế Anh: GVHD,,2025,82 tr. ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Hoàn thiện công tác quản lý thuế đối với hộ kinh doanh tại Chi cục Thuế khu vực nam Khánh Hòa , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D163.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D163.jpg,Thesis,active
D164,"Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên /Đoàn Thị Tô Huỳnh; Bùi Bích Xuân: GVHD",,2025,"70 tr. :bảng, biểu đồ ;27 cm","Nghiên cứu này trình bày các khía cạnh chuyên môn của Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D164.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D164.jpg,Thesis,active
D165,"Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa /Cao Thị Ngọc Thanh; Nguyễn Văn Ngọc: GVHD",,2025,98 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D165.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D165.jpg,Thesis,active
D166,"Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) /Đặng Lê Phương Vy; Lục Minh Diệp: GVHD",,2025,67 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong trí tuệ nhân tạo. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D166.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D166.jpg,Thesis,active
D167,"Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt /Tăng Mạnh Nhật; Lê Phương Chung, Lê Đình Hải: GVHD",,2025,48 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D167.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D167.jpg,Thesis,active
D168,"Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa /Phạm Thị Hồng Lệ; Phạm Thành Thái: GVHD",,2025,75 tr. ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D168.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D168.jpg,Thesis,active
D169,Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa /Lý Phương Tài; Phạm Thành Thái: GVHD,,2025,86 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D169.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D169.jpg,Thesis,active
D170,Dự đoán liên kết về học thuật dựa trên ontology /Thịnh Thị Thúy; Phạm Thị Thu Thúy: GVHD,,2025,65 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Dự đoán liên kết về học thuật dựa trên ontology , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D170.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D170.jpg,Thesis,active
D171,"Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa /Nguyễn Phương Liên; Đặng Thúy Bình, Nguyễn Thị Hải Thanh: GVHD",,2025,66 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D171.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D171.jpg,Thesis,active
D172,"Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông /Nguyễn Hồng Duyên; Mai Thị Tuyết Nga, Huỳnh Thị Ái Vân: GVHD",,2025,85 tr. ;27 cm,"Tài liệu tập trung nghiên cứu về Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D172.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D172.jpg,Thesis,active
D173,"Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp /Trần Đình Khoa; Lê Như Chính, Khổng Trung Thắng: GVHD",,2025,89 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D173.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D173.jpg,Thesis,active
D174,"Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu trùng tôm thẻ chân trắng (Penaeus vannamei Boone,1931) /Lương Thị Thu Thanh; Lục Minh Diệp: GVHD",,2025,55 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu trùng tôm thẻ chân trắng (Penaeus vannamei Boone,1931) , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong trí tuệ nhân tạo. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D174.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D174.jpg,Thesis,active
D175,Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng /Hồ Thanh Tuyền; Lương Công Trung: GVHD,,2025,61 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Nghiên cứu áp dụng các mô hình và phương pháp đánh giá phổ biến nhằm phân tích hiệu quả của các giải pháp được đề cập. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D175.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D175.jpg,Thesis,active
D176,"Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống /Nguyễn Hữu Khang; Nguyễn Văn Minh: GVHD",,2025,47 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong trí tuệ nhân tạo. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D176.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D176.jpg,Thesis,active
D177,Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii):Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái /Châu Bích Liên; Trần Văn Phước: GVHD,,2025,87 tr. :Minh họa ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii): Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D177.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D177.jpg,Thesis,active
D178,"Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa /Phạm Mai Phước; Trần Trọng Đạo, Tô Văn Phương: GVHD",,2025,64 tr. :Minh họa ;27 cm,"Tài liệu cung cấp cái nhìn tổng quan về Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa , bao gồm các mô hình, kỹ thuật và xu hướng phát triển trong lĩnh vực nghiên cứu chuyên ngành. Nội dung được xây dựng dựa trên việc hệ thống hóa kiến thức chuyên ngành kết hợp với các ví dụ minh họa thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D178.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D178.jpg,Thesis,active
D179,"Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa /Cao Như Ý; Nguyễn Văn Ngọc: GVHD",,2025,74 tr. ;24 cm,"Tài liệu tập trung nghiên cứu về Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Kết quả của tài liệu có giá trị tham khảo đối với sinh viên, giảng viên và các nhà nghiên cứu trong lĩnh vực liên quan.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D179.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D179.jpg,Thesis,active
D180,Số hóa bảng từ hình ảnh bằng thị giác máy tính /Lê Hoàn Chân; Nguyễn Khắc Cường: GVHD,,2025,74 tr. :Minh họa ;27 cm,"Nội dung tài liệu phân tích các vấn đề liên quan đến Số hóa bảng từ hình ảnh bằng thị giác máy tính , đồng thời đề xuất các hướng ứng dụng trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nội dung tài liệu hỗ trợ người đọc tiếp cận các xu hướng nghiên cứu và ứng dụng hiện đại trong môi trường học thuật.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D180.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D180.jpg,Thesis,active
D181,"Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa /Lê Công Minh; Phạm Hồng Mạnh: GVHD",,2025,85 tr. ;27 cm,"Nghiên cứu này trình bày các khía cạnh chuyên môn của Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa , kết hợp giữa nền tảng lý thuyết và ứng dụng thực tiễn trong lĩnh vực nghiên cứu chuyên ngành. Tài liệu kết hợp giữa cơ sở học thuật và các tình huống ứng dụng nhằm nâng cao khả năng tiếp cận và triển khai thực tế. Nghiên cứu góp phần cung cấp nền tảng kiến thức phục vụ cho việc học tập và phát triển chuyên môn.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D181.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D181.jpg,Thesis,active
D182,"Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk /Nguyễn Thị Sinh; Quách Thị Khánh Ngọc: GVHD",,2025,59 tr. :Minh họa ;27 cm,"Tài liệu tập trung nghiên cứu về Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk , trình bày các cơ sở lý thuyết và phương pháp tiếp cận trong lĩnh vực lĩnh vực nghiên cứu chuyên ngành. Tài liệu sử dụng phương pháp phân tích và tổng hợp tài liệu nhằm làm rõ các khái niệm, nguyên lý và kỹ thuật liên quan. Tài liệu có thể được sử dụng như nguồn tham khảo trong học tập, nghiên cứu và triển khai các hệ thống thực tế.",https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/document/D182.pdf,https://nptlqeeptrtmbuqriibb.supabase.co/storage/v1/object/public/image/D182.jpg,Thesis,active
